id	name	icon_id	description	modifiers	triggers
druid_health_t3_1	Cleansing Dew	sf:drop.fill	Restoring Health also Cleanses Poison		cleansingDew:true
druid_health_t3_2	Shared Roots	sf:tree.fill	Healing your Companion also restores half as much of your Health		sharedRootsHealPercent:0.5
druid_health_t4_1	Verdant Shelter	sf:asterisk	Allies with Thorns take 25% less damage above half Health		verdantShelterDamageMultiplier:0.75
druid_poison_t1_1	Barbed Spores	sf:asterisk	Poisoned enemies take 25% increased Thorns damage		barbedSporesThornsVsPoisonedMultiplier:1.25
druid_poison_t1_2	Living Bark	sf:tree.fill	Take half Poison damage while you have Thorns		livingBark:true
druid_poison_t2_1	Cool Moss	sf:leaf.fill	Poisoned enemies take 1 additional Freeze damage		coolMossFreezeBonus:1
druid_poison_t2_2	Returning Bloom	sf:camera.macro	Poison fading completely restores 3 Health to your Companion		returningBloomHeal:3
druid_poison_t3_1	Root Passage	sf:point.topleft.down.to.point.bottomright.curvepath	Poison attacks ignore enemy Block		rootPassage:true
druid_poison_t3_2	Entangling Growth	sf:leaf.fill	Poisoned enemies take 25% more Stun build-up		poisonedEnemyStunBuildupMultiplier:1.25
druid_poison_t4_1	Thorn Shedding	sf:leaf.fill	Allied Thorns deal Poison instead of Physical damage		thornShedding:true
druid_mana_t1_1	Arcane Thorns	sf:asterisk	Restoring Mana grants 2 Thorns		arcaneThornsOnManaRestore:2
druid_mana_t1_2	Barkweave	sf:leaf.fill	Mana empowerment grants 2 Block		barkweaveOnEmpowerBlock:2
druid_mana_t2_1	Grove Reserve	sf:tree.fill	With unspent Mana, your Companion gains +10% Dodge		groveReserveCompanionDodgeBonus:0.10
druid_mana_t2_2	Living Conduit	sf:leaf.fill	Excess Mana restored is converted into Thorns		livingConduit:true
druid_mana_t3_1	Shared Current	sf:waveform	Mana empowerment adds 2 damage to your Companion’s next attack		sharedCurrentCompanionNextAttackBonus:2
druid_mana_t3_2	Deep Roots	sf:tree.fill	Restore 1 additional Mana while you have Thorns		deepRoots:true
druid_mana_t4_1	Grove Accord	sf:tree.fill	Both allies spending Mana in the same turn grants each 1 Thorns.		groveAccord:true
wildcard_gold_t1_1	Consolation Prize	sf:gift.fill	Gain 3 Gold the first time an enemy fully Blocks your attack		blockedAttackFirstGold:3
wildcard_gold_t1_2	Health is Wealth	sf:heart.fill	Gaining Gold has a 10% chance to restore 3 Health		goldGainHealChancePercent:0.10|goldGainHealAmount:3
wildcard_gold_t2_1	Jackpot	sf:rectangle.3.group.fill	Critical Hits that steal Gold grant 5 additional Gold		criticalGoldTheftBonus:5
wildcard_gold_t2_2	Lucky Charm	sf:suit.club.fill	Gaining Gold has a 20% chance to Cleanse 1 negative status effect		goldGainCleanseChancePercent:0.20
wildcard_gold_t3_1	Last Wager	sf:die.face.5.fill	Gaining Gold while below half Health draws a card		goldGainBelowHalfDrawCard:true
wildcard_gold_t3_2	Sleight of Coin	sf:hand.pinch.fill	Stealing Gold grants +15% Dodge until your next turn		goldTheftDodgeBonus:0.15
wildcard_gold_t4_1	Lucky Break	sf:suit.club.fill	Gaining Gold has a 10% chance to draw a card		goldGainDrawChancePercent:0.10
wildcard_dodge_t1_1	False Opening	sf:burst.fill	Dodging grants +20% Critical Hit chance on your next attack		dodgeNextAttackCritBonus:0.20
wildcard_dodge_t1_2	Missed Opportunity	sf:shield.lefthalf.filled	Dodging below half Health draws a card		dodgeBelowHalfDrawCard:true
wildcard_dodge_t2_1	Passing Luck	sf:suit.club.fill	Dodging makes your Companion’s next attack Critically Hit		passingLuck:true
wildcard_dodge_t2_2	Scattered Caltrops	sf:asterisk	Dodging has a 20% chance to deal 3 Bleed damage		dodgeBleedChancePercent:0.20|dodgeBleedDamage:3
wildcard_dodge_t3_1	Smoke Trick	sf:cloud.fog.fill	Dodging has a 20% chance to deal 3 Burn damage		dodgeBurnChancePercent:0.20|dodgeBurnDamage:3
wildcard_dodge_t3_2	Improving Odds	sf:chart.bar.xaxis	Each undodged attack increases your Dodge chance by 5%. Dodging resets this bonus.		improvingOdds:true
wildcard_dodge_t4_1	Blind Spot	sf:eye.slash.fill	Dodging makes your next Physical attack ignore enemy Block		blindSpot:true
wildcard_physical_t1_1	Prismatic Edge	sf:burst.fill	Physical attacks have a 10% chance to deal 3 Burn or Freeze damage		physicalElementChancePercent:0.10|physicalElementDamage:3
wildcard_physical_t1_2	Standard Deviation	sf:burst.fill	Physical damage you deal is either doubled or halved		standardDeviation:true
wildcard_physical_t2_1	Clean Cut	sf:burst.fill	Physical Critical Hits ignore enemy Block		cleanCut:true
wildcard_physical_t2_2	Cracked Guard	sf:shield.slash.fill	Breaking enemy Block with Physical damage makes your next attack Critically Hit		crackedGuard:true
wildcard_physical_t3_1	Cold Read	sf:eye.fill	Physical attacks against Frozen enemies gain +15% Critical Hit chance		physicalVsFrozenCritBonus:0.15
wildcard_physical_t3_2	Feigned Miss	sf:theatermasks.fill	An enemy fully Blocking your attack doubles your next Physical attack		blockedAttackNextPhysicalDouble:true
wildcard_physical_t4_1	Paid in Full	sf:circle.circle.fill	Stealing Gold adds 2 damage to your next Physical attack		goldStealNextPhysicalBonus:2
warlock_leech_t4_1	Emberdrinker	sf:flame.fill	Burn damage gains Leech		burnDamageLeech:true
frost_whelp_mana_t4_1	Dragon’s Patronage	sf:person.2.fill	Your Mana can empower either ally’s Freeze cards.		dragonPatronage:true
frost_whelp_dodge_t4_1	Winter’s Wake	sf:cloud.snow.fill	Dodged attacks return half their damage as Freeze damage.		wintersWake:true
lizard_scout_gold_t4_1	Carrion Claim	sf:hand.pinch.fill	Your Poison and Bleed damage steal 1 Gold.		carrionClaim:true
panther_leech_t4_1	Blood Feast	sf:waveform.path.ecg	Your Bleed damage Leeches Health.		bleedDamageLeech:true
panther_dodge_t4_1	Killing Grace	sf:pawprint.fill	Your Dodge chance also increases your Critical Hit chance.		killingGrace:true
phoenix_deathsdoor_t4_1	Undying Ember	sf:flame.fill	Burn heals you while you’re on Death’s Door.		undyingEmber:true
golden_retriever_health_t4_1	Contagious Joy	sf:face.smiling.fill	Your healing uses the party’s highest Critical Hit chance.		contagiousJoy:true
library_owl_cleanse_t4_1	Lesson Learned	sf:book.closed.fill	Cleansed effects cannot return until your next turn.		lessonLearned:true
library_owl_health_t4_1	Living Archive	sf:books.vertical.fill	Your card healing echoes next turn at half strength.		livingArchive:true
risen_skeleton_leech_t4_1	Marrowmend	sf:cross.case.fill	Your excess Leech healing becomes Block, up to 6.		marrowmend:true
risen_skeleton_deathsdoor_t4_1	Borrowed Life	sf:hourglass.bottomhalf.filled	Your Physical damage Leeches Health while on Death’s Door.		borrowedLife:true
mana_moth_mana_t4_1	Prismatic Scales	sf:diamond.fill	Your Mana empowerment deals both Burn and Freeze damage.		prismaticScales:true
mana_moth_freeze_t4_1	Ghostfrost	sf:snowflake	Your Freeze damage ignores enemy Block.		ghostfrost:true
pixie_health_t4_1	Wishspring	sf:wand.and.stars	Your overhealing restores half as much Mana.		wishspring:true
shield_scarab_block_t4_1	Sealed Sarcophagus	sf:lock.shield.fill	Your Block cannot be stolen or Purged.		sealedSarcophagus:true
shield_scarab_stun_t4_1	Resonant Shell	sf:waveform	Your Thorns deal Stun damage instead of Physical damage.		resonantShell:true
fox_gold_t4_1	Light-Fingered	sf:hand.pinch.fill	Gaining Gold steals an equal amount of enemy Block.		lightFingered:true
fox_stun_t4_1	Stolen Thunder	sf:bolt.fill	Your Stun attacks spend Block for equal bonus damage.		stolenThunder:true
